"term","estimate","10%","25%","75%","90%"
"b_Intercept",237.695651894915,21.2122620160694,146.374734812993,325.905291704832,456.732862315315
"b_sppAcesac",110.433604515075,55.2007432309517,88.6527573844107,132.212248665958,162.84011664405
"b_sppAesfla",17.7387546618338,-77.0952965266501,-20.6814430192144,57.2387135917966,111.097907432714
"b_sppBetall",114.089929114297,62.9499578973523,93.8273305281827,134.482108983876,163.725283319353
"b_sppBetnig",142.773356705606,92.7078708159067,122.076985740518,163.294294551593,192.379346776816
"b_sppCargla",121.464758202127,72.2288311115496,100.952425324638,141.205784292458,170.951736035522
"b_sppCarova",118.743890759711,70.035899346873,98.8646145630351,138.392637757015,168.366591934542
"b_sppFaggra",187.371742926021,121.221371755456,160.385725204082,213.467266287596,252.409995389804
"b_sppHamvir",148.42402830588,91.7460349079007,126.114049173477,171.416862690909,204.776079834306
"b_sppPopdel",397.244636451927,340.718615885792,374.198020129584,420.316548266367,455.536393602591
"b_sppQuealb",155.747663262263,95.9523016940595,132.40665364466,180.2027000062,214.685856700435
"b_sppQuerub",73.6752788197049,18.4557345134564,51.2028674112057,95.7346952768312,129.285021012178
"b_sppTilame",167.381536803065,117.959507685355,146.881608593154,188.046254383662,216.248876893374
"b_sppVaccor",68.3852303205741,10.9269248309644,44.9238788811785,91.5768932895365,126.721544363679
"b_sppVibnud",13.3561597137957,-72.2415063381631,-22.0012855288427,47.8528193955666,100.544340886767
"b_provenance.lat",0.758652512460979,-4.34015227354511,-1.31636031757272,2.84981381179515,5.82902852165637
"sigma",48.1249198268786,39.8813992183397,44.111451056185,51.3306568187788,58.2111807342483
"lp__",-296.561232308362,-303.054467916572,-298.690013367757,-293.977663350887,-291.4510484247
